pair_type,euclidean_distance,hyperbolic_distance,distance_ratio,euclidean_level_diff,hyperbolic_level_diff
unrelated,0.788193,1.720528,2.182877,0.394096,0.860264
unrelated,0.842602,1.801993,2.138606,0.280867,0.600664
unrelated,0.724275,1.593907,2.200694,0.241425,0.531302
unrelated,0.796483,1.746487,2.192750,0.265494,0.582162
unrelated,0.744711,1.644398,2.208101,0.372356,0.822199
unrelated,0.777562,1.703649,2.191013,0.259187,0.567883
unrelated,0.708710,1.560218,2.201489,0.236237,0.520073
unrelated,0.707188,1.559917,2.205802,0.235729,0.519972
unrelated,0.641639,1.424373,2.219899,0.320819,0.712186
unrelated,0.699070,1.526106,2.183052,0.233023,0.508702
unrelated,0.686072,1.509858,2.200727,0.228691,0.503286
unrelated,0.594754,1.330772,2.237516,0.198251,0.443591
cousins,0.481867,1.051320,2.181763,0.481867,1.051320
unrelated,0.549612,1.198442,2.180524,0.549612,1.198442
unrelated,0.507760,1.105333,2.176881,0.253880,0.552667
unrelated,0.503925,1.111853,2.206387,0.167975,0.370618
unrelated,0.504127,1.110574,2.202962,0.168042,0.370191
unrelated,0.415384,0.906620,2.182606,0.138461,0.302207
unrelated,0.669381,1.462435,2.184756,0.334691,0.731218
unrelated,0.748754,1.643046,2.194373,0.249585,0.547682
unrelated,0.715334,1.562514,2.184312,0.238445,0.520838
unrelated,0.694068,1.518492,2.187813,0.231356,0.506164
unrelated,0.632837,1.400891,2.213669,0.316418,0.700445
unrelated,0.675181,1.494280,2.213153,0.225060,0.498093
unrelated,0.518536,1.139761,2.198036,0.172845,0.379920
unrelated,0.682612,1.514183,2.218219,0.227537,0.504728
unrelated,0.444370,0.945756,2.128310,0.444370,0.945756
unrelated,0.527432,1.147920,2.176432,0.263716,0.573960
unrelated,0.494986,1.062749,2.147028,0.164995,0.354250
unrelated,0.576512,1.273684,2.209292,0.192171,0.424561
unrelated,0.535894,1.154672,2.154665,0.178631,0.384891
unrelated,0.492140,1.049175,2.131861,0.246070,0.524588
unrelated,0.451201,0.953724,2.113746,0.150400,0.317908
unrelated,0.522476,1.128384,2.159688,0.174159,0.376128
unrelated,0.518429,1.108958,2.139073,0.172810,0.369653
unrelated,0.640140,1.395345,2.179750,0.320070,0.697672
unrelated,0.707854,1.552797,2.193670,0.235951,0.517599
unrelated,0.620551,1.350515,2.176316,0.206850,0.450172
unrelated,0.742111,1.629280,2.195468,0.247370,0.543093
unrelated,0.446496,0.992060,2.221879,0.446496,0.992060
unrelated,0.467739,1.039327,2.222023,0.233870,0.519664
unrelated,0.494815,1.105128,2.233414,0.164938,0.368376
unrelated,0.530591,1.189412,2.241675,0.176864,0.396471
unrelated,0.415959,0.936876,2.252328,0.138653,0.312292
unrelated,0.353212,0.776969,2.199723,0.176606,0.388484
unrelated,0.367079,0.803790,2.189694,0.122360,0.267930
unrelated,0.340782,0.741091,2.174680,0.113594,0.247030
unrelated,0.373168,0.825753,2.212820,0.124389,0.275251
unrelated,0.489935,1.104552,2.254486,0.244968,0.552276
unrelated,0.447991,1.011785,2.258495,0.149330,0.337262
unrelated,0.485453,1.094712,2.255031,0.161818,0.364904
unrelated,0.459426,1.032914,2.248271,0.153142,0.344305
cousins,0.917035,1.989835,2.169858,0.917035,1.989835
unrelated,0.819649,1.762640,2.150482,0.819649,1.762640
unrelated,0.856902,1.840330,2.147655,0.428451,0.920165
unrelated,0.754303,1.633329,2.165348,0.251434,0.544443
unrelated,0.878146,1.871824,2.131564,0.292715,0.623941
unrelated,0.841047,1.812201,2.154697,0.280349,0.604067
unrelated,0.777527,1.684414,2.166372,0.388764,0.842207
unrelated,0.858951,1.840999,2.143311,0.286317,0.613666
unrelated,0.811973,1.763701,2.172119,0.270658,0.587900
unrelated,0.744732,1.618106,2.172736,0.248244,0.539369
unrelated,0.909589,1.920966,2.111905,0.454795,0.960483
unrelated,0.775257,1.689714,2.179553,0.258419,0.563238
unrelated,1.009778,2.094768,2.074483,0.336593,0.698256
unrelated,0.964257,2.017449,2.092233,0.321419,0.672483
unrelated,0.924540,1.998975,2.162130,0.924540,1.998975
unrelated,1.048192,2.221934,2.119777,0.524096,1.110967
unrelated,1.083583,2.262190,2.087694,0.361194,0.754063
unrelated,1.054771,2.238138,2.121918,0.351590,0.746046
unrelated,1.093323,2.306537,2.109657,0.364441,0.768846
unrelated,0.935301,2.026181,2.166340,0.467651,1.013091
unrelated,0.897300,1.952808,2.176317,0.299100,0.650936
unrelated,0.925326,2.001524,2.163047,0.308442,0.667175
unrelated,0.886377,1.928667,2.175898,0.295459,0.642889
unrelated,0.923003,1.982810,2.148216,0.461501,0.991405
unrelated,0.941890,2.035778,2.161375,0.313963,0.678593
unrelated,0.964071,2.050707,2.127133,0.321357,0.683569
unrelated,0.970775,2.084721,2.147480,0.323592,0.694907
unrelated,1.112867,2.311418,2.076993,1.112867,2.311418
unrelated,1.028430,2.171955,2.111912,0.514215,1.085977
unrelated,1.043022,2.213678,2.122369,0.347674,0.737893
unrelated,1.154479,2.383526,2.064590,0.384826,0.794509
unrelated,1.042726,2.208254,2.117770,0.347575,0.736085
unrelated,1.064947,2.218576,2.083274,0.532473,1.109288
unrelated,1.072033,2.230723,2.080835,0.357344,0.743574
unrelated,1.091098,2.242800,2.055544,0.363699,0.747600
unrelated,1.123863,2.291064,2.038563,0.374621,0.763688
unrelated,1.022415,2.163493,2.116061,0.511208,1.081747
unrelated,1.049007,2.218265,2.114633,0.349669,0.739422
unrelated,1.143618,2.377589,2.079007,0.381206,0.792530
unrelated,1.050370,2.212473,2.106376,0.350123,0.737491
unrelated,0.861482,1.885289,2.188425,0.861482,1.885289
cousins,1.114300,2.393288,2.147795,1.114300,2.393288
unrelated,1.064721,2.299569,2.159785,1.064721,2.299569
unrelated,1.155502,2.457880,2.127110,0.577751,1.228940
unrelated,1.179558,2.494193,2.114515,0.393186,0.831398
unrelated,1.023610,2.216402,2.165280,0.341203,0.738801
unrelated,1.177977,2.506161,2.127513,0.392659,0.835387
unrelated,1.022729,2.216573,2.167313,0.511364,1.108286
unrelated,1.037684,2.242650,2.161208,0.345895,0.747550
unrelated,1.129022,2.406638,2.131613,0.376341,0.802213
unrelated,1.076105,2.315966,2.152174,0.358702,0.771989
unrelated,1.009904,2.195048,2.173522,0.504952,1.097524
unrelated,1.018039,2.211226,2.172043,0.339346,0.737075
unrelated,1.076946,2.324634,2.158544,0.358982,0.774878
unrelated,1.077484,2.325942,2.158680,0.359161,0.775314
unrelated,1.134705,2.431337,2.142704,1.134705,2.431337
unrelated,1.067221,2.306009,2.160761,0.533611,1.153005
unrelated,1.113051,2.393312,2.150226,0.371017,0.797771
unrelated,1.140315,2.442397,2.141861,0.380105,0.814132
unrelated,1.022895,2.220808,2.171101,0.340965,0.740269
unrelated,1.094541,2.353983,2.150659,0.547270,1.176992
unrelated,1.129625,2.418306,2.140804,0.376542,0.806102
unrelated,1.172004,2.496118,2.129787,0.390668,0.832039
unrelated,1.098893,2.356162,2.144122,0.366298,0.785387
unrelated,1.004969,2.184469,2.173669,0.502484,1.092234
unrelated,1.030835,2.234596,2.167754,0.343612,0.744865
unrelated,1.115248,2.389924,2.142952,0.371749,0.796641
unrelated,0.977308,2.129341,2.178781,0.325769,0.709780
unrelated,1.223896,2.593861,2.119346,1.223896,2.593861
unrelated,1.171571,2.497480,2.131736,0.585785,1.248740
unrelated,1.178790,2.512442,2.131373,0.392930,0.837481
unrelated,1.077062,2.323746,2.157485,0.359021,0.774582
unrelated,1.213656,2.573232,2.120231,0.404552,0.857744
unrelated,1.154143,2.469609,2.139778,0.577071,1.234805
unrelated,1.151109,2.466489,2.142707,0.383703,0.822163
unrelated,1.186266,2.528699,2.131645,0.395422,0.842900
unrelated,1.180596,2.517415,2.132326,0.393532,0.839138
unrelated,1.172484,2.501268,2.133306,0.586242,1.250634
unrelated,1.139172,2.442928,2.144476,0.379724,0.814309
unrelated,1.234056,2.604095,2.110191,0.411352,0.868032
unrelated,1.189254,2.531510,2.128655,0.396418,0.843837
cousins,1.249539,2.642446,2.114737,1.249539,2.642446
unrelated,1.103101,2.377466,2.155256,1.103101,2.377466
unrelated,0.985753,2.145746,2.176758,0.492877,1.072873
unrelated,0.974961,2.124042,2.178592,0.324987,0.708014
unrelated,1.084012,2.340499,2.159107,0.361337,0.780166
unrelated,0.982985,2.140460,2.177511,0.327662,0.713487
unrelated,1.072817,2.318717,2.161334,0.536409,1.159359
unrelated,1.072933,2.318910,2.161281,0.357644,0.772970
unrelated,0.997305,2.167956,2.173815,0.332435,0.722652
unrelated,1.034051,2.242698,2.168847,0.344684,0.747566
unrelated,1.094542,2.360731,2.156821,0.547271,1.180366
unrelated,1.098233,2.367946,2.156142,0.366078,0.789315
unrelated,1.113050,2.396529,2.153119,0.371017,0.798843
unrelated,1.185875,2.530969,2.134264,0.395292,0.843656
unrelated,1.192716,2.541999,2.131269,1.192716,2.541999
unrelated,1.295007,2.725743,2.104810,0.647503,1.362872
unrelated,1.259779,2.662936,2.113812,0.419926,0.887645
unrelated,1.409084,2.913956,2.067979,0.469695,0.971319
unrelated,1.282048,2.703453,2.108698,0.427349,0.901151
unrelated,1.290073,2.715702,2.105076,0.645037,1.357851
unrelated,1.303893,2.741700,2.102703,0.434631,0.913900
unrelated,1.339126,2.800534,2.091315,0.446375,0.933511
unrelated,1.279729,2.697476,2.107849,0.426576,0.899159
unrelated,1.142838,2.451061,2.144715,0.571419,1.225531
unrelated,1.164525,2.492095,2.140011,0.388175,0.830698
unrelated,1.126960,2.420995,2.148253,0.375653,0.806998
unrelated,1.146988,2.459410,2.144232,0.382329,0.819803
unrelated,1.339178,2.794921,2.087042,1.339178,2.794921
unrelated,1.487234,3.032677,2.039140,0.743617,1.516338
unrelated,1.511822,3.063218,2.026176,0.503941,1.021073
unrelated,1.483237,3.028722,2.041967,0.494412,1.009574
unrelated,1.481014,3.023927,2.041794,0.493671,1.007976
unrelated,1.341207,2.797834,2.086057,0.670604,1.398917
unrelated,1.281656,2.693840,2.101843,0.427219,0.897947
unrelated,1.352123,2.815531,2.082304,0.450708,0.938510
unrelated,1.366305,2.841583,2.079757,0.455435,0.947194
unrelated,1.302546,2.730279,2.096109,0.651273,1.365139
unrelated,1.322540,2.764259,2.090114,0.440847,0.921420
unrelated,1.225115,2.601970,2.123859,0.408372,0.867323
unrelated,1.363741,2.830878,2.075817,0.454580,0.943626
cousins,0.950622,2.075520,2.183328,0.950622,2.075520
unrelated,1.032321,2.239120,2.169015,1.032321,2.239120
unrelated,1.029284,2.232122,2.168617,0.514642,1.116061
unrelated,0.974594,2.121317,2.176617,0.324865,0.707106
unrelated,1.052522,2.278534,2.164832,0.350841,0.759511
unrelated,0.888052,1.939328,2.183800,0.296017,0.646443
unrelated,1.054113,2.281808,2.164672,0.527056,1.140904
unrelated,0.964393,2.104588,2.182294,0.321464,0.701529
unrelated,1.065900,2.305048,2.162537,0.355300,0.768349
unrelated,1.040503,2.255482,2.167684,0.346834,0.751827
unrelated,1.071219,2.315419,2.161481,0.535609,1.157709
unrelated,1.004486,2.184425,2.174670,0.334829,0.728142
unrelated,1.102931,2.376330,2.154559,0.367644,0.792110
unrelated,1.072567,2.318188,2.161346,0.357522,0.772729
unrelated,1.067892,2.307303,2.160616,1.067892,2.307303
unrelated,1.064865,2.297285,2.157349,0.532432,1.148643
unrelated,1.074330,2.318333,2.157935,0.358110,0.772778
unrelated,1.019781,2.210356,2.167481,0.339927,0.736785
unrelated,1.102601,2.365594,2.145466,0.367534,0.788531
unrelated,1.138379,2.439095,2.142604,0.569189,1.219547
unrelated,1.128431,2.416777,2.141714,0.376144,0.805592
unrelated,1.163089,2.485554,2.137028,0.387696,0.828518
unrelated,1.073206,2.316441,2.158432,0.357735,0.772147
unrelated,1.047666,2.269140,2.165901,0.523833,1.134570
unrelated,0.996063,2.167673,2.176240,0.332021,0.722558
unrelated,1.040951,2.256339,2.167575,0.346984,0.752113
unrelated,1.007244,2.189887,2.174138,0.335748,0.729962
unrelated,0.834167,1.831139,2.195171,0.834167,1.831139
unrelated,0.874556,1.912542,2.186873,0.437278,0.956271
unrelated,0.878935,1.922464,2.187265,0.292978,0.640821
unrelated,0.839838,1.841529,2.192719,0.279946,0.613843
unrelated,0.898333,1.963251,2.185438,0.299444,0.654417
unrelated,0.676714,1.483282,2.191890,0.338357,0.741641
unrelated,0.597393,1.304238,2.183215,0.199131,0.434746
unrelated,0.612881,1.342004,2.189666,0.204294,0.447335
unrelated,0.711601,1.554268,2.184185,0.237200,0.518089
unrelated,0.816043,1.788618,2.191819,0.408021,0.894309
unrelated,0.854524,1.872097,2.190806,0.284841,0.624032
unrelated,0.855869,1.876423,2.192418,0.285290,0.625474
unrelated,0.901685,1.970532,2.185387,0.300562,0.656844
ancestor-descendant,0.109632,0.250088,2.281167,0.109632,0.250088
ancestor-descendant,0.248382,0.565155,2.275343,0.124191,0.282578
ancestor-descendant,0.039644,0.089346,2.253705,0.019822,0.044673
ancestor-descendant,0.165651,0.375467,2.266615,0.082826,0.187734
ancestor-descendant,0.100852,0.229141,2.272044,0.100852,0.229141
ancestor-descendant,0.219390,0.483502,2.203844,0.109695,0.241751
ancestor-descendant,0.090118,0.173051,1.920277,0.045059,0.086526
ancestor-descendant,0.225554,0.513152,2.275077,0.112777,0.256576
ancestor-descendant,0.077297,0.175771,2.273967,0.077297,0.175771
ancestor-descendant,0.170624,0.388823,2.278837,0.085312,0.194412
ancestor-descendant,0.110731,0.209018,1.887629,0.055365,0.104509
ancestor-descendant,0.077617,0.169004,2.177425,0.038808,0.084502
siblings,0.184197,0.360869,1.959148,0.184197,0.360869
unrelated,0.284205,0.527770,1.857008,0.284205,0.527770
unrelated,0.303433,0.603849,1.990060,0.151716,0.301924
unrelated,0.382894,0.686035,1.791710,0.191447,0.343017
unrelated,0.269627,0.518703,1.923776,0.134814,0.259351
unrelated,0.103339,0.194471,1.881873,0.103339,0.194471
unrelated,0.128701,0.268684,2.087656,0.064351,0.134342
unrelated,0.219150,0.459464,2.096574,0.109575,0.229732
unrelated,0.288556,0.557858,1.933275,0.144278,0.278929
unrelated,0.103734,0.198341,1.912016,0.103734,0.198341
unrelated,0.103037,0.229583,2.228172,0.051518,0.114792
unrelated,0.079435,0.176949,2.227608,0.039717,0.088475
unrelated,0.051102,0.111529,2.182499,0.025551,0.055765
siblings,0.388765,0.880501,2.264870,0.388765,0.880501
unrelated,0.312025,0.707888,2.268689,0.312025,0.707888
unrelated,0.316043,0.717653,2.270741,0.158022,0.358826
unrelated,0.347915,0.784964,2.256194,0.173958,0.392482
unrelated,0.301282,0.684473,2.271872,0.150641,0.342237
unrelated,0.378294,0.856799,2.264900,0.378294,0.856799
unrelated,0.368081,0.830833,2.257200,0.184041,0.415417
unrelated,0.402734,0.899955,2.234615,0.201367,0.449977
unrelated,0.306679,0.687242,2.240921,0.153339,0.343621
unrelated,0.412197,0.927546,2.250249,0.412197,0.927546
unrelated,0.384029,0.861477,2.243262,0.192014,0.430738
unrelated,0.401879,0.898214,2.235035,0.200940,0.449107
unrelated,0.469807,1.058181,2.252372,0.234904,0.529091
unrelated,0.203530,0.459611,2.258204,0.203530,0.459611
cousins,0.242392,0.551663,2.275909,0.242392,0.551663
unrelated,0.299750,0.680967,2.271781,0.299750,0.680967
unrelated,0.320233,0.726669,2.269191,0.160116,0.363335
unrelated,0.225275,0.512786,2.276261,0.112638,0.256393
unrelated,0.345829,0.778592,2.251379,0.172914,0.389296
unrelated,0.205344,0.462034,2.250055,0.205344,0.462034
unrelated,0.208864,0.474727,2.272903,0.104432,0.237364
unrelated,0.178627,0.404271,2.263215,0.089314,0.202136
unrelated,0.138295,0.300863,2.175517,0.069147,0.150431
unrelated,0.170493,0.388641,2.279513,0.170493,0.388641
unrelated,0.169859,0.383862,2.259883,0.084930,0.191931
unrelated,0.265552,0.593474,2.234867,0.132776,0.296737
unrelated,0.211441,0.453973,2.147039,0.105721,0.226987
cousins,0.311150,0.680500,2.187052,0.311150,0.680500
unrelated,0.364363,0.808711,2.219522,0.364363,0.808711
unrelated,0.329215,0.721032,2.190154,0.164608,0.360516
unrelated,0.358491,0.806081,2.248540,0.179245,0.403041
unrelated,0.352264,0.787275,2.234901,0.176132,0.393638
unrelated,0.354512,0.736071,2.076294,0.354512,0.736071
unrelated,0.250172,0.544535,2.176639,0.125086,0.272268
unrelated,0.439410,0.855652,1.947277,0.219705,0.427826
unrelated,0.424434,0.859511,2.025074,0.212217,0.429755
unrelated,0.240601,0.545974,2.269211,0.240601,0.545974
unrelated,0.254992,0.579193,2.271418,0.127496,0.289596
unrelated,0.376085,0.844251,2.244842,0.188042,0.422125
unrelated,0.214026,0.486700,2.274027,0.107013,0.243350
cousins,0.292018,0.637783,2.184056,0.292018,0.637783
unrelated,0.403566,0.907869,2.249615,0.403566,0.907869
unrelated,0.448174,1.006089,2.244861,0.224087,0.503045
unrelated,0.502781,1.108829,2.205391,0.251391,0.554415
unrelated,0.431509,0.969817,2.247500,0.215755,0.484909
unrelated,0.306522,0.642955,2.097583,0.306522,0.642955
unrelated,0.343504,0.634336,1.846665,0.171752,0.317168
unrelated,0.341881,0.677626,1.982049,0.170941,0.338813
unrelated,0.364869,0.747390,2.048380,0.182434,0.373695
unrelated,0.304241,0.637839,2.096493,0.304241,0.637839
unrelated,0.309626,0.650495,2.100906,0.154813,0.325247
unrelated,0.305881,0.629902,2.059304,0.152940,0.314951
unrelated,0.187013,0.394205,2.107901,0.093506,0.197102
unrelated,0.602682,1.350069,2.240103,0.301341,0.675034
unrelated,0.502724,1.132247,2.252223,0.502724,1.132247
unrelated,0.585398,1.307096,2.232832,0.585398,1.307096
unrelated,0.688631,1.521086,2.208856,0.688631,1.521086
unrelated,0.772961,1.686805,2.182266,0.386480,0.843403
unrelated,0.723214,1.590084,2.198635,0.361607,0.795042
unrelated,0.770318,1.672729,2.171477,0.385159,0.836364
unrelated,0.691742,1.528606,2.209792,0.691742,1.528606
unrelated,0.671941,1.496322,2.226864,0.335971,0.748161
unrelated,0.811713,1.768987,2.179326,0.405856,0.884493
unrelated,0.767314,1.688926,2.201089,0.383657,0.844463
unrelated,0.650364,1.452461,2.233307,0.650364,1.452461
unrelated,0.595176,1.333306,2.240189,0.297588,0.666653
unrelated,0.608154,1.356651,2.230769,0.304077,0.678326
unrelated,0.706054,1.571021,2.225072,0.353027,0.785511
unrelated,0.528303,1.188288,2.249253,0.528303,1.188288
unrelated,0.538144,1.207692,2.244180,0.538144,1.207692
unrelated,0.583434,1.308190,2.242223,0.291717,0.654095
unrelated,0.569823,1.278981,2.244524,0.284911,0.639491
unrelated,0.489100,1.102701,2.254553,0.244550,0.551351
unrelated,0.482413,1.082460,2.243847,0.482413,1.082460
unrelated,0.525462,1.178397,2.242592,0.262731,0.589199
unrelated,0.566200,1.267130,2.237955,0.283100,0.633565
unrelated,0.590927,1.322151,2.237417,0.295464,0.661076
unrelated,0.507170,1.133694,2.235335,0.507170,1.133694
unrelated,0.555684,1.210526,2.178444,0.277842,0.605263
unrelated,0.441390,0.988468,2.239445,0.220695,0.494234
unrelated,0.491304,1.090696,2.220001,0.245652,0.545348
unrelated,0.544309,1.222594,2.246141,0.544309,1.222594
unrelated,0.659480,1.450045,2.198770,0.659480,1.450045
unrelated,0.700640,1.502799,2.144896,0.350320,0.751400
unrelated,0.597010,1.323545,2.216955,0.298505,0.661772
unrelated,0.652936,1.444887,2.212909,0.326468,0.722444
unrelated,0.623060,1.387239,2.226493,0.623060,1.387239
unrelated,0.646191,1.427104,2.208488,0.323095,0.713552
unrelated,0.568748,1.261195,2.217492,0.284374,0.630597
unrelated,0.596084,1.324017,2.221192,0.298042,0.662008
unrelated,0.539054,1.204381,2.234252,0.539054,1.204381
unrelated,0.618192,1.355807,2.193180,0.309096,0.677904
unrelated,0.581569,1.287456,2.213762,0.290785,0.643728
unrelated,0.480722,1.082991,2.252843,0.240361,0.541496
unrelated,0.407865,0.867992,2.128134,0.407865,0.867992
unrelated,0.478901,1.026002,2.142410,0.478901,1.026002
unrelated,0.436818,0.929668,2.128273,0.436818,0.929668
unrelated,0.397926,0.859563,2.160109,0.198963,0.429782
unrelated,0.408191,0.881060,2.158450,0.204096,0.440530
unrelated,0.327385,0.686094,2.095679,0.163693,0.343047
unrelated,0.622883,1.351401,2.169589,0.622883,1.351401
unrelated,0.693404,1.517693,2.188758,0.346702,0.758847
unrelated,0.684510,1.487851,2.173600,0.342255,0.743925
unrelated,0.655800,1.427136,2.176174,0.327900,0.713568
unrelated,0.518885,1.142318,2.201487,0.518885,1.142318
unrelated,0.560777,1.238315,2.208215,0.280388,0.619158
unrelated,0.419791,0.903425,2.152082,0.209896,0.451712
unrelated,0.561598,1.246007,2.218681,0.280799,0.623003
unrelated,0.423105,0.881360,2.083076,0.423105,0.881360
unrelated,0.521917,1.125549,2.156567,0.521917,1.125549
unrelated,0.537588,1.150528,2.140168,0.268794,0.575264
unrelated,0.585630,1.287118,2.197835,0.292815,0.643559
unrelated,0.552824,1.182964,2.139855,0.276412,0.591482
